,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Karpathos,Karpathos,GPE,0.00000000,0.00000000,en,1.00000000,4029762-7,260893,T,35.60819000,27.12377000,EUROPE-AFRICA,Greece,MED
Guaiba,Guaiba,GPE,0.50000000,0.50000000,en,1.00000000,,3473964,P,-30.11389000,-51.32500000,SOUTH-AMERICA,Brazil,SES
PPC,PPC,GPE,0.00000000,0.00000000,en,1.00000000,,5872116,S,66.81429000,-150.64625000,NORTH-AMERICA,United States,NWN
Nymfaio,Nymfaio,GPE,-0.16250000,0.55000000,en,1.00000000,,734910,P,40.64433000,21.49438000,EUROPE-AFRICA,Greece,MED
Dnipro,Dnipro,GPE,0.00000000,0.00000000,en,1.00000000,50501-8,709930,P,48.46664000,35.04066000,EUROPE,Ukraine,WCE
temperature - Rain,temperature - Rain,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Southeast,Southeast,LOC,0.32000000,0.58000000,en,1.00000000,,11497301,L,10.75053000,106.75050000,ASIA,Vietnam,SEA
Assos,Assos,GPE,0.10000000,0.40000000,en,1.00000000,4003268-1,264421,P,37.93955000,22.82223000,EUROPE-AFRICA,Greece,MED
Bern,Bern,GPE,0.25000000,0.44444444,en,1.00000000,4005762-8,2661552,P,46.94809000,7.44744000,EUROPE,Switzerland,WCE
Mytakas,Mytakas,GPE,-0.15000000,0.70000000,en,1.00000000,,256246,T,38.26069000,20.35836000,EUROPE-AFRICA,Greece,MED
Thessaloniki-Kilk,Thessaloniki-Kilk,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Thessaloniki-Kilkis,Thessaloniki-Kilkis,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Neochori South Pelion,Neochori South Pelion,GPE,0.00000000,0.00000000,en,1.00000000,,256507,P,39.30589000,23.22028000,EUROPE-AFRICA,Greece,MED
Afissos,Afissos,GPE,0.00000000,0.00000000,en,1.00000000,,265656,P,37.08949000,22.44863000,EUROPE-AFRICA,Greece,MED
Thira,Thira,GPE,0.00000000,0.00000000,en,1.00000000,4106276-0,252919,T,36.40572000,25.45682000,EUROPE-AFRICA,Greece,MED
Assos Kefalonia,Assos Kefalonia,LOC,0.00000000,0.00000000,en,1.00000000,,264477,P,38.37756000,20.54092000,EUROPE-AFRICA,Greece,MED
Cran Montana,Cran Montana,GPE,0.17500000,0.21666667,en,1.00000000,,0,,,,,,
Southern California,Southern California,LOC,0.06818182,0.22727273,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
​​the Tombs,​​the Tombs,LOC,0.00000000,0.33333333,en,1.00000000,,0,,,,,,
Gerolimenas,Gerolimenas,GPE,0.00000000,0.00000000,en,1.00000000,,251385,P,36.48297000,22.40054000,EUROPE-AFRICA,Greece,MED
Kavoussi,Kavoussi,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Feneos,Feneos,GPE,0.50000000,1.00000000,en,1.00000000,,262446,P,37.95066000,22.32358000,EUROPE-AFRICA,Greece,MED
the United Arab Emirates',the United Arab Emirates',GPE,0.03125000,0.27500000,en,1.00000000,,8469718,T,25.22231000,55.17181000,ASIA,United Arab Emirates,ARP
Purace,Purace,GPE,0.00000000,0.00000000,en,1.00000000,,3671223,A,2.33851000,-76.38759000,SOUTH-AMERICA,Colombia,NWS
Ligao City,Ligao City,GPE,-0.30000000,0.40000000,en,1.00000000,,1706476,A,13.23333000,123.55000000,ASIA,Philippines,SEA
Asia,Asia,LOC,0.03333333,0.31666667,en,1.00000000,,0,,,,,,
Sumatra,Sumatra,GPE,0.00000000,0.20000000,en,1.00000000,4058586-4,1626198,T,0.00000000,102.00000000,ASIA,Indonesia,SEA
Anogia,Anogia,GPE,0.65000000,0.95000000,en,1.00000000,4396799-1,11878,L,34.66487000,32.71740000,EUROPE-AFRICA,Cyprus,MED
Thailand,Thailand,GPE,0.00000000,0.20000000,en,1.00000000,4078228-1,1605651,A,15.50000000,101.00000000,ASIA,Thailand,SEA
the White Mountains,the White Mountains,LOC,0.15000000,0.25000000,en,1.00000000,,5702399,T,40.05965000,-114.88308000,NORTH-AMERICA,United States,WNA
Kalavrita,Kalavrita,GPE,0.00000000,0.00000000,en,1.00000000,4340767-5,261537,P,38.03222000,22.11250000,EUROPE-AFRICA,Greece,MED
Western Indonesia,Western Indonesia,LOC,-0.10000000,0.20000000,en,1.00000000,,6301201,S,-7.98835000,131.30529000,ASIA,Indonesia,SEA
Pafos,Pafos,GPE,0.00000000,0.00000000,en,1.00000000,4104677-8,146214,P,34.77679000,32.42451000,EUROPE-AFRICA,Cyprus,MED
Northern,Northern,LOC,0.21666667,0.56666667,en,1.00000000,,0,,,,,,
Trabzon,Trabzon,LOC,0.00000000,0.00000000,en,1.00000000,4106551-7,738648,P,41.00500000,39.72694000,EUROPE-AFRICA,Türkiye,MED
Keelung,Keelung,GPE,0.00000000,0.00000000,en,1.00000000,4110060-8,1678228,P,25.13089000,121.74094000,ASIA,Taiwan,EAS
​​the,​​the,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kiev,Kiev,GPE,0.00000000,0.00000000,en,1.00000000,4030522-3,703448,P,50.45466000,30.52380000,EUROPE,Ukraine,WCE
Tzavella,Tzavella,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Pieria,Pieria,GPE,-0.45000000,0.58333333,en,1.00000000,,734650,T,40.26847000,22.20435000,EUROPE-AFRICA,Greece,MED
Penelopis,Penelopis,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Andromachis,Andromachis,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Zeug,Zeug,GPE,0.00000000,0.00000000,en,1.00000000,,10391298,S,47.01429000,8.07517000,EUROPE,Switzerland,WCE
Villas,Villas,GPE,-0.70000000,0.66666667,en,1.00000000,,4047914,P,26.55035000,-81.86870000,NORTH-AMERICA,United States,ENA
Central and Northern Evia,Central and Northern Evia,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Western Attica,Western Attica,LOC,-0.05000000,0.05000000,en,1.00000000,4652667-5,5107486,P,42.86423000,-78.28029000,NORTH-AMERICA,United States,ENA
New Philadelphia,New Philadelphia,GPE,0.13636364,0.45454545,en,1.00000000,4130611-9,4145381,P,39.74595000,-75.54659000,NORTH-AMERICA,United States,ENA
Waihiawa Dam,Waihiawa Dam,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Transneft,Transneft,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mazarak,Mazarak,GPE,0.00000000,0.00000000,en,1.00000000,,1425519,T,35.46514000,65.32091000,ASIA,Afghanistan,WCA
North Island,North Island,LOC,-0.06590909,0.27613636,en,1.00000000,,3575292,P,17.32590000,-62.81055000,CENTRAL-AMERICA,St Kitts and Nevis,CAR
Astypalaia,Astypalaia,GPE,0.00000000,0.00000000,en,1.00000000,4372163-1,264407,T,36.57580000,26.36221000,EUROPE-AFRICA,Greece,MED
the United Kingdom,the United Kingdom,GPE,0.00000000,0.30000000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Germany,Germany,GPE,0.00000000,0.30000000,en,1.00000000,4011882-4,2921044,A,51.50000000,10.50000000,EUROPE,Germany,WCE
West,West,LOC,0.00000000,0.30000000,en,1.00000000,,11887751,L,42.77268000,-116.95790000,NORTH-AMERICA,United States,WNA
Theodoros Atmatzidis*For,Theodoros Atmatzidis*For,GPE,0.00000000,0.30000000,en,1.00000000,,0,,,,,,
Courmayeur,Courmayeur,GPE,0.21481481,0.76296296,en,1.00000000,4494735-5,3177872,P,45.79659000,6.96893000,EUROPE,Italy,WCE
Sierra Nevada,Sierra Nevada,GPE,0.14818182,0.49727273,en,1.00000000,,5395648,T,36.57855000,-118.29342000,NORTH-AMERICA,United States,WNA
the stormy sea,the stormy sea,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Greenland,Greenland,GPE,-0.10000000,0.38888889,en,1.00000000,4022113-1,3425505,A,72.00000000,-40.00000000,POLAR,Greenland,GIC
The United States,The United States,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
U.S.,U.S.,GPE,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
Agrafon,Agrafon,GPE,0.03904762,0.45142857,en,1.00000000,,8133730,A,39.07492000,21.57975000,EUROPE-AFRICA,Greece,MED
Rafina,Rafina,GPE,-0.70000000,0.66666667,en,1.00000000,,254425,P,38.01812000,24.00599000,EUROPE-AFRICA,Greece,MED
Petreza,Petreza,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Zonguldak,Zonguldak,GPE,-0.20000000,0.00000000,en,1.00000000,4119254-0,737022,P,41.45139000,31.79305000,EUROPE-AFRICA,Turkey,MED
Tekke Park,Tekke Park,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
Paralia,Paralia,GPE,0.00000000,0.00000000,en,1.00000000,,255777,P,38.19833000,21.70263000,EUROPE-AFRICA,Greece,MED
Kilkis,Kilkis,GPE,-0.16250000,0.43750000,en,1.00000000,4241224-9,735736,P,40.99302000,22.87433000,EUROPE-AFRICA,Greece,MED
Bartholomew,Bartholomew,GPE,0.00000000,0.00000000,en,1.00000000,4085304-4,4256038,P,39.20144000,-85.92138000,NORTH-AMERICA,United States,ENA
the Eastern Aegean,the Eastern Aegean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Eurovision,Eurovision,GPE,0.03333333,0.06666667,en,1.00000000,,0,,,,,,
Anderlecht,Anderlecht,GPE,0.00000000,0.00000000,en,1.00000000,4079771-5,2803201,P,50.83619000,4.31454000,EUROPE,Belgium,WCE
Kymi,Kymi,GPE,-0.27500000,0.68055556,en,1.00000000,6143593-4,259806,P,38.63477000,24.10287000,EUROPE-AFRICA,Greece,MED
Xiangyang City,Xiangyang City,GPE,-0.40000000,1.00000000,en,1.00000000,,13108504,A,43.85031000,126.54875000,ASIA,China,EAS
Hubei Province,Hubei Province,GPE,-0.40000000,1.00000000,en,1.00000000,4122666-5,1791247,P,30.58333000,114.26667000,ASIA,China,EAS
Sivota,Sivota,GPE,0.00000000,0.00000000,en,1.00000000,1164477129,257521,T,39.40333000,20.21528000,EUROPE-AFRICA,Greece,MED
Midwest,Midwest,LOC,0.80000000,0.75000000,en,1.00000000,4074909-5,12212748,L,43.61327000,-88.28917000,NORTH-AMERICA,United States,ENA
Lake Tahoe,Lake Tahoe,LOC,0.00000000,0.06666667,en,1.00000000,4366043-5,5397664,P,38.93324000,-119.98435000,NORTH-AMERICA,United States,WNA
Palisades Tahoe,Palisades Tahoe,GPE,-1.00000000,1.00000000,en,1.00000000,,5398442,T,39.21157000,-120.19853000,NORTH-AMERICA,United States,WNA
Eastern Macedonia - Thrace,Eastern Macedonia - Thrace,LOC,0.10000000,0.35000000,en,1.00000000,,6697803,A,40.94671000,25.33447000,EUROPE-AFRICA,Greece,MED
Daniel,Daniel,GPE,-0.38333333,0.52777778,en,1.00000000,,3941507,A,-10.50000000,-76.47448000,SOUTH-AMERICA,Peru,NWS
meteo,meteo,GPE,-0.70000000,0.66666667,en,1.00000000,,10858768,P,-4.35998000,15.23905000,AFRICA,Democratic Republic of the Congo,CAF
Hydra -,Hydra -,GPE,-0.30000000,0.55000000,en,1.00000000,,261821,T,37.32453000,23.44002000,EUROPE-AFRICA,Greece,MED
New York City,New York City,GPE,-0.28787879,0.48484848,en,1.00000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
Long Island,Long Island,GPE,0.18068182,0.45227273,en,1.00000000,,3572005,A,23.21667000,-75.11167000,CENTRAL-AMERICA,Bahamas,CAR
Kodra,Kodra,GPE,0.00000000,0.00000000,en,1.00000000,,785115,T,41.79000000,21.02306000,EUROPE-AFRICA,North Macedonia,MED
New Marousakis,New Marousakis,GPE,0.03434343,0.45909091,en,1.00000000,,0,,,,,,
Basin,Basin,LOC,-0.70000000,0.66666667,en,1.00000000,,0,,,,,,
Northeastern US,Northeastern US,LOC,0.17500000,0.75000000,en,1.00000000,,12217906,L,41.30225000,-76.02801000,NORTH-AMERICA,United States,ENA
Kalamaria,Kalamaria,GPE,-0.05000000,0.15000000,en,1.00000000,4440781-6,736083,P,40.58250000,22.95028000,EUROPE-AFRICA,Greece,MED
Iceland,Iceland,GPE,0.00000000,0.00000000,en,1.00000000,4027754-9,2629691,A,65.00000000,-18.00000000,POLAR,Iceland,GIC
Borneo,Borneo,GPE,0.00000000,0.00000000,en,1.00000000,4007777-9,1648148,T,1.00000000,114.00000000,ASIA,Indonesia,SEA
Hymettos,Hymettos,GPE,-0.28958333,0.62500000,en,1.00000000,4095858-9,261786,T,37.93508000,23.80974000,EUROPE-AFRICA,Greece,MED
Vari,Vari,GPE,0.00000000,0.00000000,en,1.00000000,4029705-6,3073803,P,50.23271000,12.87117000,EUROPE,Czechia,WCE
Delaware,Delaware,GPE,0.04318182,0.61893939,en,1.00000000,4085407-3,4142224,A,39.00039000,-75.49992000,NORTH-AMERICA,United States,ENA
Budapest,Budapest,GPE,0.30000000,0.46666667,en,1.00000000,4008684-7,3054643,P,47.49835000,19.04045000,EUROPE,Hungary,WCE
Mount Maunganui,Mount Maunganui,LOC,-0.08181818,0.42727273,en,1.00000000,,2186442,A,-37.61667000,176.18333000,OCEANIA,New Zealand,NZ
Paleo Faliro,Paleo Faliro,LOC,-0.16250000,0.43750000,en,1.00000000,1378275535,256075,P,37.92812000,23.70105000,EUROPE-AFRICA,Greece,MED
Lake Mornou,Lake Mornou,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Ionian Islands,Ionian Islands,GPE,0.00000000,0.00000000,en,1.00000000,5082488-0,6697805,A,37.79299000,20.78305000,EUROPE-AFRICA,Greece,MED
the Kuril Islands,the Kuril Islands,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the National Oceanic,the National Oceanic,LOC,0.06666667,0.46666667,en,1.00000000,,4775488,S,38.97539000,-77.48166000,NORTH-AMERICA,United States,ENA
the National Garden,the National Garden,LOC,-0.08333333,0.34333333,en,1.00000000,,5694596,L,41.73221000,-102.34876000,NORTH-AMERICA,United States,CNA
Polygy,Polygy,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
the Democratic Republic of Congo,the Democratic Republic of Congo,GPE,-0.20000000,0.55000000,en,1.00000000,4067357-1,203312,A,-2.50000000,23.50000000,AFRICA,Democratic Republic of the Congo,CAF
Sporades,Sporades,GPE,-0.11666667,0.32916667,en,1.00000000,,251155,T,39.09170000,24.16443000,EUROPE-AFRICA,Greece,MED
Tsiknopempti,Tsiknopempti,LOC,0.25000000,0.25000000,en,1.00000000,,0,,,,,,
the Kouris Dam,the Kouris Dam,LOC,0.05000000,0.21666667,en,1.00000000,,0,,,,,,
Alassa,Alassa,GPE,0.05000000,0.21666667,en,1.00000000,1175268534,10346997,A,34.75876000,32.92369000,EUROPE-AFRICA,Cyprus,MED
Agiokambos,Agiokambos,LOC,-0.10000000,0.22222222,en,1.00000000,,0,,,,,,
Palaiochora,Palaiochora,GPE,0.00000000,0.00000000,en,1.00000000,,256131,P,35.23128000,23.68185000,EUROPE-AFRICA,Greece,MED
Slovakia,Slovakia,GPE,0.00000000,0.00000000,en,1.00000000,4055297-4,3057568,A,48.66667000,19.50000000,EUROPE,Slovakia,WCE
the Tatra Mountains,the Tatra Mountains,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Barnet,Barnet,GPE,0.10000000,0.30000000,en,1.00000000,4261176-3,2656295,P,51.65000000,-0.20000000,EUROPE,United Kingdom,NEU
North London,North London,GPE,0.10000000,0.30000000,en,1.00000000,4433162-9,4839416,P,41.35565000,-72.09952000,NORTH-AMERICA,United States,ENA
the Municipality of Thira,the Municipality of Thira,GPE,-0.25000000,0.83333333,en,1.00000000,,0,,,,,,
Eastern Turkey,Eastern Turkey,LOC,0.00000000,0.00000000,en,1.00000000,,10922505,L,39.42657000,41.23464000,ASIA,Turkey,WCA
Copenhagen,Copenhagen,GPE,0.00000000,0.00000000,en,1.00000000,4032399-7,2618425,P,55.67594000,12.56553000,EUROPE,Denmark,NEU
Ankara,Ankara,GPE,0.00000000,0.10000000,en,1.00000000,4002075-7,323786,P,39.91987000,32.85427000,EUROPE-AFRICA,Turkey,MED
Enipeas,Enipeas,GPE,-0.13833333,0.47500000,en,1.00000000,,0,,,,,,
Papaflessa,Papaflessa,LOC,0.08333333,0.62916667,en,1.00000000,,255796,P,37.09316000,21.78911000,EUROPE-AFRICA,Greece,MED
Themistokleous,Themistokleous,GPE,0.08333333,0.62916667,en,1.00000000,,252971,T,37.93317000,23.62424000,EUROPE-AFRICA,Greece,MED
Dymaion Beach,Dymaion Beach,GPE,-0.21944444,0.51388889,en,1.00000000,,0,,,,,,
Montreal,Montreal,GPE,0.05000000,0.20000000,en,1.00000000,4040188-1,6077243,P,45.50884000,-73.58781000,NORTH-AMERICA,Canada,ENA
Trois-Rivières,Trois-Rivières,GPE,0.05000000,0.20000000,en,1.00000000,4119717-3,6169141,P,46.34515000,-72.54770000,NORTH-AMERICA,Canada,ENA
North Carolina,North Carolina,GPE,0.00000000,0.00000000,en,1.00000000,4042551-4,4563243,P,18.38078000,-65.95739000,CENTRAL-AMERICA,Puerto Rico,CAR
North America,North America,LOC,-0.10400000,0.84066667,en,1.00000000,,0,,,,,,
Imerou Pefkou street,Imerou Pefkou street,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Komi Republic,Komi Republic,GPE,0.00000000,0.00000000,en,1.00000000,,545854,A,64.12500000,54.79167000,EUROPE,Russia,EEU
Kymi Beach - NAVTEMPORIKI,Kymi Beach - NAVTEMPORIKI,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Samos,Samos,GPE,-0.70000000,0.66666667,en,1.00000000,4051507-2,254114,T,37.73292000,26.81186000,EUROPE-AFRICA,Greece,MED
Paralia Kymi,Paralia Kymi,GPE,0.00000000,0.50000000,en,1.00000000,,255771,P,38.63055000,24.12400000,EUROPE-AFRICA,Greece,MED
Kymi Beach,Kymi Beach,GPE,0.00000000,0.00000000,en,1.00000000,,11238639,T,60.49090000,26.74247000,EUROPE,Finland,NEU
the Gefyriou Plaka-Agnaton-Pramanton,the Gefyriou Plaka-Agnaton-Pramanton,LOC,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Lesvos,Lesvos,GPE,-0.70000000,0.66666667,en,1.00000000,4035433-7,258466,T,39.20353000,26.27655000,EUROPE-AFRICA,Greece,MED
Preveza,Preveza,GPE,-0.70000000,0.66666667,en,1.00000000,4496630-1,254698,P,38.95617000,20.75050000,EUROPE-AFRICA,Greece,MED
Taman,Taman,GPE,0.00000000,0.00000000,en,1.00000000,7575825-8,1734660,L,4.76700000,102.44381000,ASIA,Malaysia,SEA
Melbourne,Melbourne,GPE,0.00000000,0.00000000,en,1.00000000,4038526-7,2158177,P,-37.81400000,144.96332000,OCEANIA,Australia,SAU
Western Greece -,Western Greece -,LOC,-0.27500000,0.34722222,en,1.00000000,4115867-2,255683,P,38.24620000,21.73508000,EUROPE-AFRICA,Greece,MED
Ireland,Ireland,GPE,0.00000000,0.00000000,en,1.00000000,4027667-3,2963597,A,53.00000000,-8.00000000,EUROPE,Ireland,NEU
Anthousa,Anthousa,GPE,-0.28181818,0.56060606,en,1.00000000,,8740260,P,38.02544000,23.87617000,EUROPE-AFRICA,Greece,MED
Parga,Parga,GPE,-0.28181818,0.56060606,en,1.00000000,,255736,P,39.28572000,20.40044000,EUROPE-AFRICA,Greece,MED
Lisbon,Lisbon,GPE,-0.04166667,0.43333333,en,1.00000000,4035919-0,2267057,P,38.72509000,-9.14980000,EUROPE-AFRICA,Portugal,MED
Aradippou,Aradippou,GPE,0.00000000,0.30000000,en,1.00000000,7667668-7,146796,P,34.94779000,33.58813000,EUROPE-AFRICA,Cyprus,MED
Espiritu Santo,Espiritu Santo,GPE,0.00000000,0.00000000,en,1.00000000,4085612-4,3463930,A,-20.00000000,-40.75000000,SOUTH-AMERICA,Brazil,NES
Sayada,Sayada,GPE,0.00000000,0.00000000,en,1.00000000,,11104956,A,35.66681000,10.89079000,EUROPE-AFRICA,Tunisia,MED
Lapsistas,Lapsistas,GPE,-0.21428571,0.35714286,en,1.00000000,,0,,,,,,
Savoie,Savoie,GPE,-0.10000000,0.20000000,en,1.00000000,117150-1,2975517,A,45.46805000,6.48547000,EUROPE,France,WCE
Alpheios,Alpheios,GPE,-0.10000000,0.58333333,en,1.00000000,,265345,H,37.61361000,21.45303000,EUROPE-AFRICA,Greece,MED
Mesaria,Mesaria,GPE,0.00000000,0.25000000,en,1.00000000,,257224,P,36.39893000,25.44807000,EUROPE-AFRICA,Greece,MED
New,New,LOC,0.04545455,0.25151515,en,1.00000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
Katafurko,Katafurko,GPE,0.02232143,0.27589286,en,1.00000000,,0,,,,,,
Phaistos,Phaistos,GPE,-0.41250000,0.52083333,en,1.00000000,4196656-9,262531,S,35.05104000,24.81438000,EUROPE-AFRICA,Greece,MED
Elafonissos,Elafonissos,GPE,-0.70000000,0.66666667,en,1.00000000,,262817,P,36.50805000,22.97885000,EUROPE-AFRICA,Greece,MED
Geneva,Geneva,GPE,0.00000000,1.00000000,en,1.00000000,4020137-5,2660646,P,46.20222000,6.14569000,EUROPE,Switzerland,WCE
Dynamic Island,Dynamic Island,LOC,0.00000000,0.16666667,en,1.00000000,,0,,,,,,
Beersheba,Beersheba,GPE,0.35714286,0.66428571,en,1.00000000,4087062-5,295530,P,31.25181000,34.79130000,EUROPE-AFRICA,Israel,MED
the Shetland Islands,the Shetland Islands,LOC,0.43333333,0.73333333,en,1.00000000,,6625769,T,-62.00000000,-58.00000000,POLAR,Antarctica,WAN
Upper Adige,Upper Adige,LOC,-0.15833333,0.29166667,en,1.00000000,,8379186,S,43.97305000,40.17975000,ASIA,Russia,WCA
the Nevrokopi Fort,the Nevrokopi Fort,LOC,-0.70000000,0.66666667,en,1.00000000,,0,,,,,,
Engelberg,Engelberg,GPE,0.00000000,0.50000000,en,1.00000000,4014751-4,2660902,P,46.82107000,8.40133000,EUROPE,Switzerland,WCE
Teide,Teide,LOC,-0.20000000,0.50000000,en,1.00000000,4119544-9,2510569,T,28.27273000,-16.64264000,AFRICA,Spain,SAH
Nagano,Nagano,GPE,-0.12500000,1.00000000,en,1.00000000,4310172-0,1856215,P,36.65000000,138.18333000,ASIA,Japan,EAS
Kanye West,Kanye West,GPE,0.09375000,0.36458333,en,1.00000000,,0,,,,,,
Valais,Valais,GPE,-0.12500000,1.00000000,en,1.00000000,4064466-2,2658205,A,46.22925000,7.45972000,EUROPE,Switzerland,WCE
the Kabardino-Balkaria region,the Kabardino-Balkaria region,LOC,0.06666667,0.33333333,en,1.00000000,,0,,,,,,
the Zacharo community,the Zacharo community,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Western Peloponnese,the Western Peloponnese,LOC,0.00000000,0.00000000,en,1.00000000,,11809186,S,37.64106000,21.62530000,EUROPE-AFRICA,Greece,MED
Pacific,Pacific,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Zakharo,Zakharo,GPE,0.10000000,0.40000000,en,1.00000000,,251283,P,37.48333000,21.65000000,EUROPE-AFRICA,Greece,MED
North Island ',North Island ',GPE,-0.08787879,0.30151515,en,1.00000000,,3575292,P,17.32590000,-62.81055000,CENTRAL-AMERICA,St Kitts and Nevis,CAR
Dept,Dept,GPE,0.15656566,0.52929293,en,1.00000000,,11380723,S,35.57683000,-97.55470000,NORTH-AMERICA,United States,CNA
west coasts,west coasts,LOC,0.16666667,0.56666667,en,1.00000000,,0,,,,,,
Samaritan,Samaritan,GPE,0.00000000,0.00000000,en,1.00000000,,4894017,S,41.81861000,-88.00788000,NORTH-AMERICA,United States,ENA
Morocco,Morocco,GPE,0.00000000,0.00000000,en,1.00000000,4037680-1,2542007,A,28.50000000,-10.00000000,AFRICA,Morocco,SAH
the Copa Africa,the Copa Africa,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Krasnodar,Krasnodar,GPE,-0.20000000,0.40000000,en,1.00000000,5197563-4,542420,P,45.04534000,38.98178000,EUROPE,Russia,WCE
Mount Elbrus,Mount Elbrus,LOC,0.09841270,0.37349206,en,1.00000000,,563532,T,43.35276000,42.43750000,ASIA,Russia,WCA
Klisto,Klisto,GPE,0.00000000,0.00000000,en,1.00000000,,259645,P,39.08847000,21.82558000,EUROPE-AFRICA,Greece,MED
Godoi Cruz,Godoi Cruz,GPE,0.03333333,0.06666667,en,1.00000000,,0,,,,,,
Guantanamo,Guantanamo,LOC,0.00000000,0.00000000,en,1.00000000,,3557689,P,20.14444000,-75.20917000,CENTRAL-AMERICA,Cuba,CAR
Sougia,Sougia,GPE,0.00000000,0.00000000,en,1.00000000,,253409,P,35.24944000,23.81018000,EUROPE-AFRICA,Greece,MED
Ano Adige,Ano Adige,GPE,-0.14444444,0.25555556,en,1.00000000,,0,,,,,,
Upper Adige - Mon,Upper Adige - Mon,LOC,-0.14444444,0.25555556,en,1.00000000,,0,,,,,,
Thesprotia - Ioannina,Thesprotia - Ioannina,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
"the Municipalities of Dodoni, Zitsa","the Municipalities of Dodoni, Zitsa",LOC,0.00000000,0.75000000,en,1.00000000,,0,,,,,,
Neot Hovav,Neot Hovav,GPE,0.35714286,0.66428571,en,1.00000000,,0,,,,,,
Indo,Indo,GPE,-0.20937500,0.42500000,en,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
Nemea,Nemea,GPE,0.43333333,0.73333333,en,1.00000000,4252031-9,256558,P,37.82068000,22.66102000,EUROPE-AFRICA,Greece,MED
Croatia,Croatia,GPE,0.00000000,0.00000000,en,1.00000000,4073841-3,3202326,A,45.16667000,15.50000000,EUROPE,Croatia,WCE
Mauritania,Mauritania,GPE,0.00000000,0.00000000,en,1.00000000,4038051-8,2378080,A,20.25000000,-10.50000000,AFRICA,Mauritania,SAH
Argithea,Argithea,GPE,-0.26309524,0.60714286,en,1.00000000,1267317175,264515,P,39.35631000,21.53783000,EUROPE-AFRICA,Greece,MED
"title=""Strong","title=""Strong",GPE,0.43333333,0.73333333,en,1.00000000,,0,,,,,,
Amyntaio,Amyntaio,GPE,-0.30833333,0.38055556,en,1.00000000,1326609181,736882,P,40.68967000,21.67974000,EUROPE-AFRICA,Greece,MED
Kifissia,Kifissia,GPE,0.00000000,0.00000000,en,1.00000000,4233348-9,259824,P,38.07438000,23.81106000,EUROPE-AFRICA,Greece,MED
Mavrata,Mavrata,GPE,0.00000000,0.00000000,en,1.00000000,,257571,P,38.07236000,20.72433000,EUROPE-AFRICA,Greece,MED
Alexandroupoli,Alexandroupoli,GPE,0.05000000,0.81666667,en,1.00000000,4235399-3,6299483,S,40.85587000,25.95626000,EUROPE-AFRICA,Greece,MED
South Africa,South Africa,GPE,0.21428571,0.42857143,en,1.00000000,4078012-0,953987,A,-29.00000000,24.00000000,AFRICA,South Africa,WSAF
Liosion - Video,Liosion - Video,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Liosion,Liosion,GPE,0.21428571,0.42857143,en,1.00000000,,0,,,,,,
Port Arthur,Port Arthur,GPE,0.40000000,0.90000000,en,1.00000000,,4720039,P,29.88519000,-93.94233000,NORTH-AMERICA,United States,CNA
Agiokampos,Agiokampos,GPE,-0.51666667,0.66666667,en,1.00000000,,264056,T,39.71667000,22.86667000,EUROPE-AFRICA,Greece,MED
